ID_Piece,NumeroLot,DateProduction,Machine,Materiau,Poste,Equipe,Fournisseur,Diametre_mm,Longueur_mm,Epaisseur_mm,Masse_g,Rugosite_um,Circularite_um,Temperature_C,Vibration_RMS_mm_s,Vibration_Pic_mm_s,NiveauAcoustique_dB,FrequenceDominante_Hz,AmplitudeUltrason_dB,TempsVolUltrason_us,Durete_HV,Conductivite_MS_m,Humidite_pct,Defectueuse
AERO-000392,LOT-2501-0030,07-janv-2025 05:34:00,M06,TI6AL4V,CONTROLE,NUIT,FOUR_B,49.867,124.91,NaN,305.63,1.921,22.012,35.307,1.772,5.902,70.205,411.35,68.602,14.5168,NaN,18.839,46.01,1
AERO-000393,LOT-2510-0109,03-oct-2025 20:04:00,M03,INCONEL718,CONTROLE,MATIN,FOUR_B,50.146,125.031,7.972,322.495,0.872,26.003,46.43,2.346,8.63,69.596,445.18,70.453,14.6504,262.498,17.264,42.47,1
AERO-000394,LOT-2509-0019,11-sept-2025 20:02:00,M03,AL7075,USINAGE,MATIN,FOUR_A,50.016,124.292,7.943,302.951,0.966,14.944,34.365,1.162,5.604,69.976,353.93,82.852,14.6513,197.969,18.661,39.12,0
AERO-000395,LOT-2502-0215,28-févr-2025 13:42:00,M04,AL7075,USINAGE,MATIN,FOUR_D,49.422,126.521,7.986,301.552,1.381,43.801,30.44,1.405,4.961,72.229,317.86,79.402,14.3888,208.225,18.979,38.61,1
AERO-000396,LOT-2505-0073,06-mai-2025 00:09:00,M03,INCONEL718,CONTROLE,MATIN,FOUR_C,50.067,124.959,7.973,318.962,1.02,20.263,33.032,1.628,5.737,69.442,434.36,71.739,14.7682,236.563,17.852,40.74,0
AERO-000397,LOT-2508-0182,26-août-2025 16:48:00,M04,TI6AL4V,USINAGE,SOIR,FOUR_D,50.307,124.847,7.945,312.095,0.995,21.976,36.726,1.456,5.041,82.832,597.77,55.593,15.738,236.568,19.329,38.88,1
AERO-000398,LOT-2504-0039,22-avr-2025 11:10:00,M05,TI6AL4V,USINAGE,MATIN,FOUR_A,49.761,124.751,8.098,313.123,0.916,12.925,34.247,1.26,4.936,69.879,364.7,75.833,14.518,226.504,17.381,45.07,0
AERO-000399,LOT-2504-0226,01-avr-2025 01:30:00,M01,TI6AL4V,USINAGE,SOIR,FOUR_B,50.033,124.564,8.071,315.937,1.248,20.452,32.205,1.28,5.345,67.828,419.1,80.409,14.6321,240.227,18.085,43.31,0
AERO-000400,LOT-2601-0025,04-janv-2026 02:19:00,M05,TI6AL4V,CONTROLE,MATIN,FOUR_B,50.847,123.929,7.885,314.65,1.102,36.149,36.925,2.409,6.543,72.043,403.75,82.401,14.59,229.35,18.39,47.89,1
AERO-000401,LOT-2508-0042,24-août-2025 14:31:00,M06,AL7075,TRAITEMENT,NUIT,FOUR_C,49.943,125.07,7.992,305.043,0.988,23.131,35.337,1.404,5.247,67.635,317.62,81.647,14.551,198.898,19.236,53.18,0
AERO-000402,LOT-2510-0228,26-oct-2025 17:01:00,M02,TI6AL4V,USINAGE,MATIN,FOUR_A,49.818,124.688,8.095,313.939,1.374,21.237,33.08,1.384,5.461,74.593,621.42,59.687,14.7811,NaN,18.885,40.79,1
AERO-000403,LOT-2506-0168,08-juin-2025 11:30:00,M04,INCONEL718,CONTROLE,MATIN,FOUR_A,49.906,125.008,7.999,324.608,1.542,25.593,33.046,1.18,5.078,67.234,335.83,77.636,14.6624,255.281,19.777,35.72,0
AERO-000404,LOT-2503-0183,28-mars-2025 03:56:00,M05,AL7075,USINAGE,NUIT,FOUR_A,49.772,124.934,8.106,301.247,1.034,11.012,34.995,1.793,6.333,70.173,430.6,72.33,14.4151,207.301,17.404,47.19,0
AERO-000405,LOT-2603-0188,01-mars-2026 00:50:00,M01,AL7075,USINAGE,SOIR,FOUR_A,50.005,124.655,7.928,303.37,1.139,19.158,31.285,1.723,5.818,67.39,404.94,76.803,14.6379,202.601,18.571,37.53,0
AERO-000406,LOT-2505-0081,17-mai-2025 18:41:00,M02,TI6AL4V,CONTROLE,NUIT,FOUR_D,49.893,124.675,8.077,311.434,0.933,17.877,31.472,1.613,5.979,65.755,339.59,79.323,14.4416,234.904,19.731,40.18,0
AERO-000407,LOT-2508-0038,01-août-2025 20:05:00,M03,TI6AL4V,CONTROLE,SOIR,FOUR_B,50.12,124.964,8.086,317.307,1.167,16.931,29.988,1.346,5.11,70.481,405.96,75.687,14.3818,232.439,19.147,43.12,0
AERO-000408,LOT-2512-0049,24-déc-2025 15:44:00,M06,INCONEL718,USINAGE,MATIN,FOUR_A,49.926,125.458,8.034,316.146,1.033,15.794,35.71,2.481,6.417,72.011,372,74.551,14.6491,253.569,16.315,48.19,0
AERO-000409,LOT-2501-0076,18-janv-2025 07:53:00,M02,AL7075,USINAGE,SOIR,FOUR_D,49.864,124.869,7.881,297.018,1.601,16.149,28.921,1.364,4.126,70.119,382.17,78.633,14.1442,182.272,18.506,49.91,1
AERO-000410,LOT-2501-0022,10-janv-2025 20:33:00,M02,AL7075,USINAGE,MATIN,FOUR_C,49.999,124.333,8.071,300.522,1.011,20.662,32.995,1.457,5.913,69.881,471.22,84.918,14.7207,187.765,18.989,47.15,0
AERO-000411,LOT-2501-0099,19-janv-2025 14:56:00,M05,AL7075,CONTROLE,SOIR,FOUR_D,50.013,125.192,7.865,303.185,1.312,10.987,35.123,1.743,5.563,66.798,497.81,83.522,14.1153,203.124,17.966,57.56,0
AERO-000412,LOT-2506-0200,16-juin-2025 10:38:00,M04,AL7075,USINAGE,MATIN,FOUR_B,50.074,124.878,8.139,298.318,0.917,14.137,31.243,1.323,3.895,63.272,402.21,78.201,14.5429,191.114,18.932,47.09,0
AERO-000413,LOT-2505-0063,16-mai-2025 02:02:00,M01,TI6AL4V,USINAGE,SOIR,FOUR_D,50.348,125.581,7.933,312.771,0.743,37.857,28.499,1.225,5.17,66.756,391.93,75.856,14.764,229.317,19.253,45.83,1
AERO-000414,LOT-2602-0202,18-févr-2026 06:14:00,M04,AL7075,USINAGE,SOIR,FOUR_C,50.182,125.223,8.067,303.519,1.213,20.018,32.958,1.52,4.957,70.862,376.07,75.922,14.4631,206.324,18.999,41.07,0
AERO-000415,LOT-2511-0062,30-nov-2025 13:58:00,M02,AL7075,USINAGE,SOIR,FOUR_C,49.935,124.767,NaN,299.194,1.144,15.645,36.94,1.591,5.516,73.379,398.93,85.023,14.3155,205.956,NaN,52.2,0
AERO-000416,LOT-2601-0146,13-janv-2026 07:13:00,M02,TI6AL4V,CONTROLE,SOIR,FOUR_A,49.804,125.442,7.937,309.089,0.967,18.024,NaN,1.35,4.396,70.827,433.86,79.333,14.4349,215.127,18.803,43.09,0
AERO-000417,LOT-2511-0135,13-nov-2025 11:34:00,M02,TI6AL4V,USINAGE,MATIN,FOUR_A,49.792,125.067,7.967,309.155,1.015,17.743,36.338,3.028,8.476,63.47,377.37,73.853,14.1226,222.826,19.42,46.26,1
AERO-000418,LOT-2505-0173,01-mai-2025 11:18:00,M02,INCONEL718,USINAGE,SOIR,FOUR_C,49.869,125.485,8.013,325.021,1.308,15.524,31.291,1.43,5.774,70.102,405.3,74.084,14.1885,NaN,21.531,45.84,0
AERO-000419,LOT-2505-0132,05-mai-2025 22:59:00,M03,TI6AL4V,CONTROLE,MATIN,FOUR_C,50.136,124.981,8.056,308.287,0.792,23.285,34.939,1.558,4.412,71.213,366.85,73.454,14.1954,226.678,19.893,43.35,0
AERO-000420,LOT-2508-0032,18-août-2025 10:50:00,M06,AL7075,CONTROLE,MATIN,FOUR_A,50.022,124.42,8.048,304.433,1.067,13.756,33.961,1.93,5.969,72.1,404.32,82.263,14.295,205.654,21.917,44.79,0
AERO-000421,LOT-2508-0078,21-août-2025 05:58:00,M04,AL7075,USINAGE,SOIR,FOUR_B,50.06,124.529,7.971,300.854,1.236,18.418,34.656,1.398,5.052,63.501,412.5,78.186,14.4671,217.37,18.126,50.4,0
AERO-000422,LOT-2507-0124,01-juil-2025 01:55:00,M05,TI6AL4V,CONTROLE,SOIR,FOUR_B,50.167,125.335,8.015,310.701,1.31,18.949,35.562,1.842,5.907,66.881,438.03,73.898,14.5234,245.143,19.671,39.91,0
AERO-000423,LOT-2505-0015,28-mai-2025 07:59:00,M05,AL7075,USINAGE,SOIR,FOUR_C,50.162,125.483,8.112,304.109,1.284,13.743,31.966,1.516,5.752,62.717,467.92,86.772,14.3161,196.642,19.977,33.24,0
AERO-000424,LOT-2506-0237,17-juin-2025 20:34:00,M06,INCONEL718,USINAGE,SOIR,FOUR_A,50.02,125.065,7.963,320.033,1.137,22.218,34.905,1.872,5.695,70.876,447.65,75.221,14.5706,254.743,18.388,40.17,0
AERO-000425,LOT-2504-0018,04-avr-2025 21:17:00,M06,TI6AL4V,USINAGE,SOIR,FOUR_D,49.949,124.944,8.026,315.277,1.221,23.507,35.226,1.803,6.05,70.133,450.89,80.619,14.4499,227.414,19.16,39.73,0
AERO-000426,LOT-2509-0049,04-sept-2025 06:54:00,M05,INCONEL718,TRAITEMENT,SOIR,FOUR_B,50.288,125.072,8.022,325.848,0.978,19.578,36.707,1.54,4.947,71.984,394.29,75.467,14.4334,260.759,18.624,47.18,0
AERO-000427,LOT-2601-0198,31-janv-2026 04:09:00,M06,AL7075,USINAGE,MATIN,FOUR_C,49.991,124.894,8.087,307.671,2.371,25.192,42.354,1.926,5.127,68.651,336.69,74.828,14.4743,173.023,17.541,39.18,1
AERO-000428,LOT-2505-0182,26-mai-2025 02:17:00,M04,INCONEL718,USINAGE,SOIR,FOUR_B,50.202,125.416,NaN,324.87,1.074,15.123,33.404,1.042,4.058,71.358,333.54,75.588,14.5175,249.17,21.443,50.98,0
AERO-000429,LOT-2506-0072,12-juin-2025 00:42:00,M01,TI6AL4V,TRAITEMENT,SOIR,FOUR_B,50.22,125.104,7.964,317.72,1.071,23.292,30.131,1.201,5.832,69.694,446.14,78.99,14.8732,241.894,18.855,33.12,0
AERO-000430,LOT-2601-0102,13-janv-2026 13:41:00,M04,AL7075,USINAGE,MATIN,FOUR_B,50.092,125.254,7.897,304.132,0.894,11.209,34.194,1.416,4.587,65.807,400.84,84.29,14.5581,200.438,15.609,33.78,0
AERO-000431,LOT-2507-0034,18-juil-2025 08:54:00,M05,TI6AL4V,USINAGE,MATIN,FOUR_C,NaN,124.661,7.955,311.646,1.218,20.206,35.693,1.535,5.299,69.853,455.49,75.338,14.6523,236.942,18.988,45.67,0
AERO-000432,LOT-2506-0174,16-juin-2025 16:12:00,M04,AL7075,USINAGE,MATIN,FOUR_A,49.867,125.66,8.085,304.389,1.193,19.538,31.834,1.18,5.529,67.504,466.37,81.606,14.7451,193.135,19.524,34.94,0
AERO-000433,LOT-2503-0176,27-mars-2025 14:02:00,M05,AL7075,USINAGE,SOIR,FOUR_C,50.127,124.809,8.031,301.646,1.05,15.232,30.529,1.423,4.944,66.129,429.9,73.071,14.5261,205.519,18.205,42.99,0
AERO-000434,LOT-2601-0188,01-janv-2026 03:59:00,M04,TI6AL4V,USINAGE,NUIT,FOUR_D,49.957,125.127,7.992,317.217,2.628,18.832,33.699,1.561,5.032,71.562,366.34,80.017,14.9699,231.274,19.203,44.33,1
AERO-000435,LOT-2501-0172,01-janv-2025 09:30:00,M03,AL7075,USINAGE,MATIN,FOUR_A,50.018,124.887,8.006,303.691,1.321,16.497,42.125,2.372,7.926,69.843,402.53,82.583,14.3437,210.617,17.656,40.13,1
AERO-000436,LOT-2512-0096,24-déc-2025 07:44:00,M03,TI6AL4V,CONTROLE,NUIT,FOUR_C,50.091,125.219,8.015,314.327,1.098,17.141,36.677,1.533,5.386,70.893,370.73,78.095,14.5156,223.015,18.464,46.92,0
AERO-000437,LOT-2503-0218,29-mars-2025 19:14:00,M04,AL7075,CONTROLE,SOIR,FOUR_B,49.995,124.877,8.106,295.763,1.343,18.913,33.928,1.499,4.925,70.065,353.04,81.093,14.5344,207.426,18.031,43.64,0
AERO-000438,LOT-2507-0129,08-juil-2025 08:57:00,M06,TI6AL4V,USINAGE,SOIR,FOUR_D,50.096,124.712,7.883,311.644,0.839,12.086,35.381,1.638,4.855,71.17,420.06,69.393,14.376,235.152,18.038,48.31,0
AERO-000439,LOT-2505-0183,24-mai-2025 02:07:00,M05,INCONEL718,USINAGE,MATIN,FOUR_B,50.002,124.991,8.025,320.937,NaN,20.743,34.839,1.78,6.022,66.162,424.36,67.168,14.7061,259.904,19.432,37.9,0
AERO-000440,LOT-2504-0045,19-avr-2025 22:33:00,M04,INCONEL718,USINAGE,NUIT,FOUR_A,50.058,125.55,8.022,322.467,1.347,14.106,33.187,1.045,4.59,66.114,431.79,70.934,14.6429,266.622,18.1,49.57,0
AERO-000441,LOT-2501-0206,03-janv-2025 17:21:00,M06,TI6AL4V,TRAITEMENT,MATIN,FOUR_C,50.061,124.831,8.045,313.425,1.034,20.626,39.08,1.755,5.616,69.182,409.77,79.219,14.8233,235.041,19.336,37.24,0
AERO-000442,LOT-2506-0178,09-juin-2025 03:29:00,M03,TI6AL4V,CONTROLE,NUIT,FOUR_B,50.036,124.965,8.068,316.331,0.946,14.036,30.622,1.097,4.464,72.125,401.42,73.261,14.3415,239.662,18.028,48.07,0
AERO-000443,LOT-2601-0109,12-janv-2026 06:06:00,M03,TI6AL4V,CONTROLE,SOIR,FOUR_A,49.833,125.498,8.077,312.063,0.972,22.185,32.53,1.386,5.514,67.578,469.98,79.568,14.724,238.06,19.103,57.67,0
AERO-000444,LOT-2503-0067,08-mars-2025 05:39:00,M05,AL7075,CONTROLE,MATIN,FOUR_A,49.633,124.972,8.07,303.849,1.131,23.622,30.965,1.22,4.868,70.177,439,80.01,NaN,193.51,17.951,45.19,0
AERO-000445,LOT-2509-0006,03-sept-2025 21:41:00,M04,TI6AL4V,USINAGE,SOIR,FOUR_B,50.044,125.031,7.921,317.688,0.992,13.446,34.137,1.303,4.609,63.187,420.12,78.977,14.1136,242.942,19.096,44.57,0
AERO-000446,LOT-2602-0139,09-févr-2026 20:29:00,M02,AL7075,USINAGE,NUIT,FOUR_D,50.036,124.756,7.908,303.635,0.766,16.658,27.576,0.905,4.748,72.125,370.3,80.995,14.5601,194.052,17.085,41.34,0
AERO-000447,LOT-2509-0130,26-sept-2025 05:47:00,M06,AL7075,USINAGE,MATIN,FOUR_D,49.961,NaN,7.993,301.352,1.182,18.206,37.21,1.921,6.048,71.257,387.12,80.645,14.7614,209.845,17.996,38.12,0
AERO-000448,LOT-2504-0010,27-avr-2025 23:57:00,M04,AL7075,CONTROLE,SOIR,FOUR_A,49.729,124.739,8.063,300.585,1.122,16.245,31.974,1.199,4.567,70.336,NaN,74.942,14.6181,197.872,17.834,63.18,0
AERO-000449,LOT-2501-0141,24-janv-2025 14:18:00,M02,TI6AL4V,USINAGE,SOIR,FOUR_B,49.857,124.986,7.978,311.635,1.099,21.7,34.678,1.359,6.261,72.668,451.71,77.467,14.5953,NaN,17.968,49.28,0
AERO-000450,LOT-2601-0186,10-janv-2026 17:13:00,M01,TI6AL4V,CONTROLE,SOIR,FOUR_A,50.014,125.091,8.152,313.112,1.084,20.86,34.789,1.387,5.443,68.152,423.8,76.224,14.4574,247.092,18.751,40.78,0
AERO-000451,LOT-2502-0013,20-févr-2025 05:33:00,M05,AL7075,TRAITEMENT,NUIT,FOUR_D,49.813,125.135,8.015,301.314,1.397,19.71,34.89,2.13,6.09,71.315,435.18,79.49,14.8747,209.51,18.506,45.54,0
AERO-000452,LOT-2508-0149,11-août-2025 00:40:00,M04,TI6AL4V,USINAGE,MATIN,FOUR_A,50.068,125.16,8.05,314.333,NaN,18.316,32.532,1.7,6.129,67.519,412.48,74.06,14.5305,225.558,18.737,48.25,0
AERO-000453,LOT-2506-0164,17-juin-2025 10:56:00,M01,AL7075,USINAGE,MATIN,FOUR_B,50.219,124.553,7.968,304.769,1.196,9.781,40.735,1.893,6.566,66.746,363.71,78.768,14.3943,203.898,17.725,47.94,1
AERO-000454,LOT-2601-0039,17-janv-2026 17:05:00,M03,AL7075,USINAGE,NUIT,FOUR_B,49.881,124.92,8.008,297.736,0.975,15.638,26.696,1.438,4.457,65.343,442.61,77.94,14.0728,203.318,18.645,42.33,0
AERO-000455,LOT-2505-0031,28-mai-2025 21:35:00,M05,TI6AL4V,USINAGE,SOIR,FOUR_B,50.105,124.631,7.968,317.684,1.212,15.574,36.006,1.614,5.579,68.507,432.44,79.641,14.1142,241.092,21.484,40.38,0
AERO-000456,LOT-2507-0123,02-juil-2025 01:15:00,M06,AL7075,CONTROLE,MATIN,FOUR_B,49.383,124.606,7.937,300.875,1.059,20.99,34.244,1.706,6.128,67.009,423.08,82.24,14.4037,188.941,18.121,27.54,0
AERO-000457,LOT-2601-0228,23-janv-2026 06:48:00,M06,INCONEL718,TRAITEMENT,NUIT,FOUR_A,49.903,125.29,7.979,NaN,1.154,24.66,37.723,1.783,5.99,NaN,438.23,75.712,14.7214,NaN,20.149,34.39,0
AERO-000458,LOT-2506-0122,14-juin-2025 02:57:00,M04,TI6AL4V,USINAGE,SOIR,FOUR_C,50.053,125.191,8.022,314.604,1.091,26.808,30.705,1.272,5.269,68.678,451.15,75.877,14.7625,228.473,19.235,33.33,0
AERO-000459,LOT-2502-0195,23-févr-2025 19:17:00,M01,TI6AL4V,USINAGE,MATIN,FOUR_B,50.105,125.467,7.903,NaN,1.209,17.188,35.746,1.353,4.659,65.778,364.04,77.649,14.5728,233.033,19.787,44.39,0
AERO-000460,LOT-2502-0047,21-févr-2025 14:24:00,M04,TI6AL4V,TRAITEMENT,MATIN,FOUR_D,50.187,124.568,7.872,310,1.429,15.077,33.452,1.472,5.465,71.158,441.37,86.793,14.4562,228.362,19.163,44.33,0
AERO-000461,LOT-2512-0094,30-déc-2025 20:36:00,M06,AL7075,USINAGE,MATIN,FOUR_A,49.957,125.283,7.968,304.599,1.284,11.204,35.874,2.065,6.088,67.916,NaN,80.251,14.7252,195.751,20.316,43.57,0
AERO-000462,LOT-2504-0121,15-avr-2025 16:08:00,M01,AL7075,USINAGE,NUIT,FOUR_A,50.087,125.482,7.943,300.113,0.571,15.441,28.445,1.632,6.02,70.261,401.04,73.083,14.4936,202.582,19.324,39.61,0
AERO-000463,LOT-2602-0160,18-févr-2026 23:35:00,M06,TI6AL4V,CONTROLE,MATIN,FOUR_A,49.931,125.153,7.975,314.274,1.185,18.615,48.352,3.425,7.255,71.542,427.24,73.226,14.5655,236.29,19.63,43.82,1
AERO-000464,LOT-2504-0108,06-avr-2025 00:21:00,M04,AL7075,TRAITEMENT,SOIR,FOUR_A,50.091,125.146,8.02,302.691,0.907,16.904,34.94,1.453,5.248,66.237,501.52,78.344,13.9994,200.911,19.774,47,0
AERO-000465,LOT-2512-0116,21-déc-2025 15:16:00,M02,AL7075,TRAITEMENT,SOIR,FOUR_C,49.956,124.915,8.017,302.771,0.412,19.053,34.01,1.554,5.427,63.918,438.16,78.909,14.4057,214.529,19.541,55.81,0
AERO-000466,LOT-2511-0181,23-nov-2025 18:21:00,M02,AL7075,USINAGE,MATIN,FOUR_B,49.894,124.733,7.908,308.574,1.58,18.555,33.003,1.267,5.309,69.601,401.81,76.386,14.3822,170.284,17.507,32.34,1
AERO-000467,LOT-2509-0089,24-sept-2025 04:09:00,M01,AL7075,USINAGE,SOIR,FOUR_A,49.921,125.244,8.031,300.006,1.036,29.628,29.774,1.193,4.909,64.898,412.94,77.317,14.6488,206.392,18.952,35.37,0
AERO-000468,LOT-2601-0060,03-janv-2026 07:50:00,M01,AL7075,USINAGE,NUIT,FOUR_B,50.304,125.146,8.009,302.092,0.905,12.246,32.52,1.478,5.049,66.773,442.76,81.223,14.479,196.446,19.714,46.11,0
AERO-000469,LOT-2602-0116,26-févr-2026 22:01:00,M04,INCONEL718,CONTROLE,MATIN,FOUR_A,NaN,124.663,8.011,321.449,0.893,15.276,30.567,0.889,4.264,66.501,NaN,76.531,14.6803,256.574,20.842,38.77,0
AERO-000470,LOT-2509-0044,03-sept-2025 10:59:00,M02,AL7075,USINAGE,SOIR,FOUR_C,49.883,124.935,8.09,301.721,1.055,29.324,26.228,1.324,5.206,68.447,449.91,77.25,14.5217,209.042,20.734,43.94,0
AERO-000471,LOT-2501-0150,07-janv-2025 18:38:00,M06,AL7075,USINAGE,SOIR,FOUR_A,49.797,124.536,8.01,305.229,0.881,7.182,33.711,1.65,5.172,67.439,388.01,85.337,14.3364,205.573,20.507,41.28,0
AERO-000472,LOT-2512-0118,02-déc-2025 18:42:00,M04,INCONEL718,USINAGE,MATIN,FOUR_A,49.928,124.309,7.925,318.9,1.301,22.311,33.301,1.503,5.414,66.17,414.52,70.88,14.5138,251.259,20.133,47.63,0
AERO-000473,LOT-2503-0127,17-mars-2025 11:36:00,M06,TI6AL4V,TRAITEMENT,MATIN,FOUR_C,50.061,125.11,8.017,313.257,1.089,15.598,31.059,1.499,4.979,67.214,441.65,75.389,14.4683,243.006,18.944,43.2,0
AERO-000474,LOT-2510-0224,08-oct-2025 02:24:00,M02,AL7075,TRAITEMENT,SOIR,FOUR_B,49.681,126.477,7.991,302.253,1.113,38.089,36.211,1.112,4.571,67.874,457.33,78.096,14.5262,206.789,20.424,32.51,1
AERO-000475,LOT-2508-0224,14-août-2025 04:11:00,M05,AL7075,USINAGE,SOIR,FOUR_C,50.248,125.146,8.004,306.98,2.537,15.962,32.417,1.698,6.11,76.173,462.85,73.144,14.035,196.328,21.016,42.98,1
AERO-000476,LOT-2602-0182,28-févr-2026 05:37:00,M01,AL7075,USINAGE,MATIN,FOUR_B,49.711,125.056,7.977,301.362,1.122,21.715,29.177,1.76,5.202,70.299,401.98,78.433,14.2619,191.061,17.78,48.16,0
AERO-000477,LOT-2505-0016,13-mai-2025 05:52:00,M04,TI6AL4V,USINAGE,MATIN,FOUR_C,50.119,125.321,7.889,318.567,1.322,19.031,32.433,1.481,4.638,67.211,488.53,80.228,14.6616,219.992,18.516,30.9,0
AERO-000478,LOT-2501-0040,16-janv-2025 09:26:00,M06,TI6AL4V,USINAGE,MATIN,FOUR_C,49.589,124.938,7.965,315.828,1.08,21.479,33.529,1.935,6.027,65.026,476.24,75.031,14.2761,223.202,16.43,30.26,0
AERO-000479,LOT-2509-0038,05-sept-2025 18:29:00,M06,TI6AL4V,CONTROLE,MATIN,FOUR_B,49.948,124.686,7.942,315.155,2.19,13.059,33.115,1.449,4.593,67.038,399.96,79.268,14.6036,240.031,15.84,44.08,1
AERO-000480,LOT-2507-0065,20-juil-2025 07:08:00,M04,AL7075,TRAITEMENT,MATIN,FOUR_B,49.746,125.074,7.992,302.168,0.942,23.108,32.916,1.311,4.892,71.389,424.01,80.093,14.4623,204.05,17.14,39.71,0
AERO-000481,LOT-2512-0091,04-déc-2025 09:37:00,M02,AL7075,TRAITEMENT,SOIR,FOUR_B,50.053,124.855,8.005,302.982,1.27,15.512,34.337,1.304,4.675,70.143,415.48,79.292,14.1667,207.741,20.494,40.36,0
AERO-000482,LOT-2512-0017,06-déc-2025 08:09:00,M05,INCONEL718,USINAGE,SOIR,FOUR_B,49.755,124.641,8.035,323.123,1.138,19.925,34.259,2.018,5.287,71.051,375,70.351,14.269,260.895,20.323,42.18,0
AERO-000483,LOT-2501-0157,20-janv-2025 05:36:00,M03,TI6AL4V,CONTROLE,SOIR,FOUR_C,50.062,124.794,8.005,312.62,1.258,14.337,34.391,1.263,4.904,63.532,452.5,NaN,14.6822,220.178,18.787,39.58,0
AERO-000484,LOT-2508-0170,27-août-2025 19:18:00,M02,TI6AL4V,USINAGE,MATIN,FOUR_A,50.173,125.093,8.122,314.081,1.21,17.636,32.446,1.71,5.171,63.919,433.37,77.12,14.552,240.019,17.548,40.72,0
AERO-000485,LOT-2501-0144,27-janv-2025 10:49:00,M01,TI6AL4V,CONTROLE,MATIN,FOUR_A,50.18,124.68,7.932,312.688,0.86,27.25,30.194,0.893,4.314,66.555,365.66,75.179,14.2999,225.027,21.805,47.21,0
AERO-000486,LOT-2507-0078,17-juil-2025 23:16:00,M01,AL7075,USINAGE,SOIR,FOUR_B,50.129,124.961,7.858,305.999,1.098,20.935,29.898,1.033,4.102,67.494,376.37,81.171,14.437,200.542,16.511,37.21,0
AERO-000487,LOT-2512-0007,23-déc-2025 16:56:00,M05,INCONEL718,TRAITEMENT,MATIN,FOUR_C,50.337,124.883,8.059,324.56,1.048,16.641,34.793,NaN,5.099,64.707,491.72,71.633,14.3918,256.983,18.589,51.1,0
AERO-000488,LOT-2512-0167,18-déc-2025 06:47:00,M05,AL7075,CONTROLE,SOIR,FOUR_B,50.015,125.208,8.029,307.025,1.283,18.534,36.605,1.468,6.069,68.771,485.06,77.873,14.3441,196.039,20.027,43.65,0
AERO-000489,LOT-2501-0164,12-janv-2025 02:33:00,M01,AL7075,USINAGE,SOIR,FOUR_B,49.765,124.353,7.914,299.767,0.99,16.134,33.279,1.745,5.728,68.168,402.25,78.086,14.211,201.309,20.052,46.48,0
AERO-000490,LOT-2602-0075,28-févr-2026 13:56:00,M04,AL7075,USINAGE,SOIR,FOUR_B,49.866,124.377,8.085,299.306,1.399,10.549,32.633,NaN,4.547,64.862,409.2,75.085,14.9217,207.053,5.149,41.66,0
AERO-000491,LOT-2506-0205,14-juin-2025 14:43:00,M04,TI6AL4V,USINAGE,MATIN,FOUR_B,49.986,124.118,NaN,310.519,1.136,11.925,31.155,1.436,5.39,63.487,420.75,80.788,14.6593,235.249,19.323,40.65,0
AERO-000492,LOT-2508-0232,04-août-2025 05:56:00,M01,AL7075,TRAITEMENT,SOIR,FOUR_C,49.764,124.207,7.995,306.906,1.147,20.152,NaN,1.023,4.609,63.994,478.34,82.173,14.5532,195.492,22.602,49.91,0
AERO-000493,LOT-2501-0093,19-janv-2025 05:18:00,M03,INCONEL718,USINAGE,SOIR,FOUR_D,49.942,125.08,8.052,316.076,1.119,21.143,32.535,1.622,5.531,67.727,379.51,70.21,14.8134,249.481,19.797,37.54,0
AERO-000494,LOT-2512-0065,05-déc-2025 10:27:00,M01,AL7075,USINAGE,MATIN,FOUR_B,49.692,125.371,7.918,299.858,0.933,21.657,33.67,1.207,4.283,76.28,602.76,57.034,15.4877,210.635,19.333,47.44,1
AERO-000495,LOT-2511-0081,25-nov-2025 22:11:00,M03,AL7075,USINAGE,SOIR,FOUR_B,49.815,124.942,7.997,309.831,1.503,24.219,35.62,1.258,4.774,65.144,363.35,65.47,14.2531,162.998,18.864,64.45,1
AERO-000496,LOT-2503-0226,21-mars-2025 16:55:00,M02,TI6AL4V,CONTROLE,MATIN,FOUR_A,49.97,124.833,7.915,318.002,0.916,8.851,32.238,0.999,4.88,67.553,464.34,77.165,14.3582,259.774,17.793,60.24,0
AERO-000497,LOT-2504-0170,26-avr-2025 09:59:00,M01,AL7075,CONTROLE,SOIR,FOUR_D,50.158,125.287,8.061,306.583,1.223,14.909,34.016,1.6,5.01,69.622,411.95,78.06,14.5967,207.772,18.972,44.91,0
AERO-000498,LOT-2506-0181,26-juin-2025 21:09:00,M05,TI6AL4V,USINAGE,NUIT,FOUR_B,50.091,124.294,8.022,313.519,1.07,15.199,35.739,1.813,5.868,70.122,404.51,75.906,14.0788,230.902,NaN,39.02,0
AERO-000499,LOT-2502-0182,16-févr-2025 21:58:00,M06,INCONEL718,CONTROLE,NUIT,FOUR_C,50.154,124.652,7.994,322.803,0.564,20.689,34.793,2.332,6.101,84.491,251.43,53.386,15.327,265.122,20.675,51.06,1
AERO-000500,LOT-2509-0035,08-sept-2025 23:01:00,M03,TI6AL4V,CONTROLE,MATIN,FOUR_C,50.093,124.736,7.941,312.42,1.058,12.788,34.677,1.004,3.61,68.526,405.12,75.082,14.5501,224.958,19.101,40.02,0
